county,year,Total farm production expenditures,Average per farm,Fertilizer lime and soil conditioners purchased,Chemicals purchased,Seeds plants vines and trees purchased,Livestock and poultry purchased or leased,Breeding livestock purchased or leased,Other livestock and poultry purchased or leased,Feed purchased,Gasoline fuels and oils purchased,Utilities,Repairs supplies and maintenance cost,Hired farm labor,Contract labor,Customwork and custom hauling,Cash rent for land buildings and grazing fees,Rent and lease expenses for machinery equipment and farm share of vehicles,Interest expense,Property taxes paid,All other production expenses,Depreciation expenses claimed
Bulloch,2007,64573.0,96521.0,430.0,314.0,240.0,88.0,149.0,,299.0,4357.0,942.0,4825.0,4663.0,1272.0,689.0,193.0,1617.0,4156.0,1315.0,3060.0,6656.0
Burke,2002,32346.0,65611.0,6345.0,5007.0,3053.0,1365.0,288.0,,1994.0,2121.0,667.0,3721.0,3355.0,281.0,723.0,2295.0,554.0,2715.0,1263.0,2587.0,5415.0
Burke,2007,41596.0,88881.0,269.0,256.0,199.0,73.0,1220.0,,234.0,3471.0,1094.0,4059.0,3454.0,496.0,1762.0,97.0,381.0,3091.0,1492.0,2237.0,4913.0
Butts,2002,2960.0,16913.0,328.0,,98.0,401.0,,,575.0,107.0,43.0,418.0,237.0,88.0,,249.0,29.0,110.0,392.0,241.0,286.0
Butts,2007,3910.0,26781.0,114.0,60.0,50.0,29.0,14.0,,126.0,229.0,164.0,337.0,258.0,70.0,47.0,19.0,9.0,466.0,336.0,310.0,354.0
Calhoun,2002,23825.0,198538.0,6080.0,4576.0,2588.0,2715.0,15.0,,13397.0,1234.0,478.0,2073.0,2455.0,,341.0,3985.0,,1903.0,523.0,1256.0,2643.0
Calhoun,2007,50672.0,359378.0,77.0,70.0,63.0,24.0,77.0,,40.0,3193.0,1397.0,3312.0,2904.0,324.0,366.0,39.0,269.0,2059.0,1076.0,2683.0,3095.0
Camden,2002,926.0,18901.0,108.0,9.0,13.0,19.0,9.0,,131.0,46.0,41.0,101.0,,55.0,,,,27.0,81.0,,26.0
Camden,2007,831.0,14578.0,33.0,20.0,30.0,19.0,11.0,,33.0,87.0,26.0,148.0,57.0,10.0,3.0,3.0,9.0,67.0,137.0,18.0,132.0
Candler,2002,11897.0,44062.0,2310.0,1409.0,1334.0,653.0,223.0,,2535.0,469.0,328.0,1110.0,1714.0,280.0,92.0,881.0,104.0,1195.0,579.0,514.0,1237.0
Candler,2007,19178.0,67767.0,166.0,166.0,153.0,72.0,75.0,,114.0,1686.0,432.0,2438.0,1214.0,598.0,163.0,23.0,48.0,1732.0,889.0,854.0,1356.0
Carroll,2002,80362.0,81918.0,1554.0,632.0,207.0,24289.0,224.0,,71816.0,2689.0,2120.0,3828.0,3073.0,722.0,491.0,412.0,57.0,2332.0,1288.0,3505.0,3004.0
Carroll,2007,127690.0,121148.0,504.0,463.0,249.0,305.0,875.0,,826.0,3733.0,2118.0,3748.0,1898.0,275.0,180.0,146.0,20.0,4710.0,1829.0,10270.0,5231.0
Catoosa,2002,16595.0,55688.0,241.0,75.0,224.0,3782.0,75.0,,13091.0,557.0,258.0,907.0,445.0,87.0,,865.0,,256.0,344.0,539.0,1239.0
Catoosa,2007,25117.0,96234.0,124.0,100.0,58.0,59.0,177.0,,247.0,827.0,468.0,1014.0,828.0,171.0,52.0,35.0,16.0,1090.0,473.0,1899.0,1233.0
Charlton,2002,3564.0,35283.0,198.0,61.0,31.0,3086.0,47.0,,2357.0,134.0,79.0,339.0,270.0,,,76.0,,164.0,256.0,169.0,353.0
Charlton,2007,7873.0,69672.0,56.0,38.0,32.0,21.0,35.0,,65.0,250.0,100.0,548.0,389.0,17.0,,7.0,,275.0,229.0,268.0,562.0
Chatham,2002,1794.0,32031.0,114.0,87.0,342.0,,,,82.0,118.0,47.0,255.0,617.0,53.0,,,,113.0,152.0,189.0,245.0
Chatham,2007,2938.0,89027.0,38.0,30.0,25.0,3.0,3.0,,24.0,154.0,106.0,449.0,1081.0,52.0,,3.0,,129.0,103.0,188.0,619.0
Chattooga,2002,6736.0,20413.0,528.0,103.0,162.0,1783.0,46.0,,2856.0,422.0,168.0,633.0,264.0,,8.0,284.0,,452.0,359.0,270.0,446.0
Chattooga,2007,9415.0,30469.0,177.0,92.0,101.0,56.0,85.0,,220.0,676.0,191.0,708.0,153.0,32.0,192.0,72.0,96.0,645.0,465.0,605.0,972.0
Cherokee,2002,44809.0,74064.0,359.0,325.0,589.0,11511.0,348.0,,13222.0,1344.0,1100.0,1965.0,3073.0,1187.0,230.0,212.0,53.0,3086.0,1072.0,2094.0,1807.0
Cherokee,2007,38648.0,85505.0,192.0,177.0,155.0,235.0,290.0,,544.0,1376.0,1115.0,1715.0,2243.0,355.0,37.0,56.0,55.0,1324.0,1142.0,3069.0,2308.0
Clarke,2002,16310.0,155329.0,166.0,448.0,,,21.0,,1325.0,247.0,662.0,623.0,2417.0,82.0,,37.0,,129.0,298.0,705.0,2295.0
Clarke,2007,37672.0,324757.0,43.0,36.0,26.0,14.0,26.0,,59.0,824.0,1491.0,1555.0,3162.0,74.0,55.0,14.0,,1191.0,1009.0,1818.0,984.0
Clay,2002,7008.0,146007.0,2252.0,1432.0,908.0,50.0,,,85.0,405.0,145.0,750.0,657.0,21.0,,1349.0,,389.0,155.0,273.0,458.0
Clay,2007,11400.0,126672.0,33.0,23.0,30.0,13.0,28.0,,20.0,1252.0,188.0,912.0,733.0,108.0,86.0,12.0,65.0,866.0,398.0,777.0,655.0
Clayton,2002,682.0,10827.0,37.0,,20.0,,,,186.0,27.0,25.0,84.0,,,,,,70.0,107.0,60.0,80.0
Clayton,2007,941.0,19599.0,22.0,26.0,15.0,715.0,,,43.0,116.0,68.0,259.0,882.0,5.0,,520.0,,27.0,102.0,72.0,20.0
Clinch,2002,3986.0,34362.0,340.0,859.0,751.0,377.0,,,735.0,259.0,156.0,649.0,495.0,302.0,37.0,48.0,10.0,146.0,215.0,422.0,85.0
Clinch,2007,9276.0,85098.0,69.0,51.0,38.0,9.0,5.0,,57.0,703.0,243.0,905.0,1593.0,1193.0,19.0,11.0,69.0,363.0,265.0,811.0,1738.0
Cobb,2002,5327.0,27743.0,170.0,54.0,,,9.0,,480.0,212.0,80.0,462.0,,50.0,,13.0,,389.0,264.0,568.0,216.0
Cobb,2007,6261.0,48536.0,109.0,74.0,57.0,14.0,48.0,,155.0,424.0,438.0,497.0,1977.0,188.0,8.0,21.0,8.0,255.0,230.0,657.0,377.0
Coffee,2002,90696.0,131064.0,8417.0,5643.0,4594.0,23203.0,221.0,,42048.0,3636.0,1900.0,5560.0,7555.0,502.0,419.0,3963.0,775.0,4161.0,1661.0,3975.0,5272.0
Coffee,2007,130383.0,215510.0,430.0,309.0,220.0,109.0,276.0,,300.0,9047.0,3009.0,6320.0,6444.0,665.0,768.0,140.0,413.0,4490.0,2179.0,9181.0,5550.0
Colquitt,2002,99887.0,168727.0,16224.0,15316.0,12096.0,13960.0,408.0,,58486.0,4617.0,2111.0,9732.0,20608.0,1434.0,1428.0,5910.0,1468.0,4091.0,1764.0,8105.0,7261.0
Colquitt,2007,200486.0,311313.0,382.0,362.0,370.0,123.0,492.0,,415.0,10829.0,4459.0,10492.0,15744.0,8939.0,1145.0,166.0,1578.0,6961.0,2544.0,15802.0,13375.0
Columbia,2002,3026.0,15361.0,258.0,37.0,32.0,174.0,66.0,,833.0,178.0,97.0,656.0,338.0,8.0,8.0,54.0,,155.0,330.0,206.0,284.0
Columbia,2007,4313.0,23187.0,122.0,79.0,53.0,44.0,93.0,,136.0,332.0,108.0,517.0,910.0,17.0,4.0,17.0,4.0,251.0,349.0,434.0,475.0
Cook,2002,28150.0,109532.0,5684.0,4998.0,2619.0,15309.0,294.0,,15654.0,1100.0,719.0,2168.0,7210.0,,,2270.0,,1918.0,642.0,2547.0,1961.0
Cook,2007,79923.0,315902.0,200.0,156.0,148.0,57.0,169.0,,145.0,3960.0,1768.0,4485.0,9481.0,1794.0,,72.0,287.0,3136.0,1461.0,3973.0,3505.0
Coweta,2002,12187.0,25711.0,725.0,161.0,397.0,186.0,77.0,,2112.0,456.0,329.0,2661.0,1614.0,131.0,,244.0,,1153.0,1498.0,764.0,2160.0
Coweta,2007,14099.0,31683.0,172.0,122.0,68.0,79.0,101.0,,334.0,909.0,563.0,1599.0,2388.0,180.0,27.0,71.0,64.0,1279.0,1335.0,1930.0,1897.0
Crawford,2002,16639.0,92439.0,839.0,1252.0,343.0,1968.0,348.0,,9731.0,453.0,426.0,1764.0,4391.0,229.0,,344.0,,737.0,365.0,1120.0,1225.0
Crawford,2007,26059.0,138609.0,113.0,87.0,67.0,64.0,53.0,,134.0,1077.0,596.0,1350.0,4817.0,130.0,38.0,30.0,118.0,864.0,547.0,2043.0,1795.0
Crisp,2002,27660.0,123480.0,4203.0,3251.0,2421.0,439.0,66.0,,2104.0,1511.0,752.0,2451.0,3876.0,408.0,1079.0,2504.0,134.0,1993.0,682.0,1243.0,2432.0
Crisp,2007,27572.0,120402.0,171.0,144.0,103.0,23.0,75.0,,81.0,2158.0,820.0,2044.0,2253.0,578.0,359.0,56.0,148.0,1406.0,997.0,1887.0,2440.0
Dade,2002,7756.0,30656.0,312.0,60.0,64.0,1521.0,78.0,,6255.0,332.0,164.0,508.0,63.0,27.0,52.0,73.0,2.0,389.0,341.0,286.0,524.0
Dade,2007,13038.0,49017.0,133.0,77.0,76.0,68.0,66.0,,197.0,476.0,277.0,554.0,307.0,78.0,32.0,12.0,16.0,951.0,608.0,1452.0,1194.0
Dawson,2002,26381.0,118832.0,265.0,76.0,136.0,8000.0,24.0,,35121.0,970.0,771.0,866.0,687.0,177.0,,51.0,,959.0,825.0,834.0,991.0
Dawson,2007,55169.0,265237.0,84.0,90.0,34.0,70.0,297.0,,188.0,1959.0,790.0,1174.0,535.0,82.0,13.0,17.0,36.0,881.0,630.0,5451.0,2169.0
DeKalb,2002,1115.0,30964.0,,,89.0,,,,50.0,68.0,19.0,37.0,138.0,,,14.0,,,47.0,37.0,140.0
DeKalb,2007,860.0,22620.0,22.0,10.0,11.0,22.0,12.0,,21.0,82.0,90.0,68.0,47.0,17.0,,7.0,70.0,44.0,198.0,28.0,135.0
Decatur,2002,60752.0,153027.0,12182.0,9194.0,5090.0,1671.0,406.0,,4681.0,2787.0,1875.0,4615.0,6478.0,3172.0,930.0,5460.0,2459.0,3140.0,1167.0,4963.0,4863.0
Decatur,2007,77037.0,219479.0,224.0,142.0,153.0,32.0,361.0,,128.0,5932.0,2078.0,8319.0,8294.0,2054.0,1000.0,74.0,438.0,2854.0,1453.0,6337.0,6327.0
Dodge,2002,16879.0,34377.0,3251.0,2118.0,1423.0,593.0,120.0,,2818.0,1231.0,519.0,2139.0,1338.0,,306.0,1129.0,,1546.0,972.0,971.0,1413.0
Dodge,2007,23450.0,54917.0,324.0,181.0,198.0,99.0,88.0,,317.0,1994.0,669.0,2098.0,1550.0,30.0,1119.0,71.0,164.0,1585.0,954.0,1637.0,2163.0
Dooly,2002,51565.0,158662.0,6886.0,7256.0,4484.0,2683.0,111.0,,13011.0,2353.0,1092.0,3456.0,4914.0,1291.0,1230.0,3971.0,548.0,3387.0,1400.0,3245.0,5293.0
Dooly,2007,63741.0,193743.0,229.0,204.0,175.0,52.0,43.0,,112.0,4723.0,1314.0,3558.0,3374.0,1103.0,1497.0,131.0,482.0,3077.0,1450.0,4875.0,5860.0
Dougherty,2002,17117.0,105660.0,3365.0,3402.0,793.0,350.0,,,857.0,668.0,465.0,1124.0,2918.0,1035.0,164.0,564.0,77.0,1591.0,846.0,1259.0,1719.0
Dougherty,2007,22285.0,172754.0,83.0,61.0,58.0,21.0,77.0,,74.0,2128.0,651.0,1279.0,3946.0,319.0,506.0,21.0,257.0,849.0,1017.0,2002.0,3289.0
Douglas,2002,2583.0,16885.0,152.0,82.0,220.0,439.0,112.0,,1183.0,125.0,91.0,372.0,351.0,24.0,52.0,83.0,,259.0,225.0,339.0,281.0
Douglas,2007,4616.0,33938.0,93.0,47.0,47.0,31.0,29.0,,124.0,221.0,179.0,285.0,586.0,69.0,2.0,16.0,8.0,189.0,379.0,540.0,838.0
Early,2002,27260.0,78558.0,10435.0,7249.0,4283.0,1756.0,117.0,,1272.0,1569.0,663.0,2379.0,2026.0,139.0,482.0,5762.0,826.0,3036.0,926.0,1402.0,2626.0
Early,2007,54242.0,129766.0,177.0,152.0,180.0,57.0,472.0,,186.0,5622.0,1192.0,4100.0,3596.0,493.0,509.0,153.0,623.0,2932.0,1994.0,2423.0,3803.0
Echols,2002,17647.0,226245.0,948.0,1763.0,1004.0,169.0,,,,388.0,247.0,793.0,,,,260.0,,492.0,231.0,229.0,1566.0
Echols,2007,14451.0,244935.0,49.0,32.0,25.0,12.0,2.0,,37.0,732.0,336.0,1260.0,3360.0,,23.0,20.0,,626.0,183.0,2027.0,703.0
Effingham,2002,5011.0,24562.0,1514.0,428.0,531.0,149.0,34.0,,687.0,221.0,89.0,545.0,822.0,29.0,74.0,297.0,52.0,316.0,565.0,386.0,617.0
Effingham,2007,7467.0,36781.0,139.0,116.0,80.0,34.0,50.0,,120.0,630.0,131.0,754.0,469.0,110.0,111.0,31.0,109.0,442.0,610.0,495.0,548.0
Elbert,2002,21787.0,49628.0,881.0,349.0,432.0,6326.0,706.0,,23031.0,761.0,615.0,1259.0,1560.0,99.0,57.0,,,1512.0,663.0,1514.0,2287.0
Elbert,2007,44307.0,87391.0,219.0,204.0,113.0,75.0,165.0,,318.0,1305.0,806.0,1488.0,733.0,38.0,94.0,43.0,48.0,1760.0,1138.0,3489.0,2176.0
Emanuel,2002,15209.0,27753.0,4712.0,3120.0,1987.0,453.0,55.0,,2052.0,1196.0,390.0,1838.0,834.0,188.0,130.0,965.0,98.0,925.0,1060.0,949.0,1330.0
Emanuel,2007,25135.0,49188.0,278.0,199.0,200.0,61.0,229.0,,178.0,2196.0,517.0,2267.0,1657.0,405.0,385.0,68.0,79.0,2065.0,1044.0,1231.0,2126.0
Evans,2002,17050.0,70749.0,1683.0,783.0,847.0,3282.0,92.0,,9042.0,887.0,390.0,1012.0,1391.0,571.0,160.0,1944.0,143.0,1136.0,355.0,840.0,1038.0
Evans,2007,25537.0,120456.0,131.0,131.0,83.0,51.0,98.0,,123.0,1181.0,467.0,1084.0,1686.0,596.0,83.0,46.0,44.0,773.0,499.0,1541.0,1109.0
Fannin,2002,8726.0,41752.0,227.0,98.0,15.0,2726.0,41.0,,7378.0,245.0,143.0,478.0,628.0,40.0,11.0,102.0,,537.0,254.0,587.0,460.0
Fannin,2007,15600.0,64198.0,106.0,89.0,44.0,88.0,85.0,,141.0,734.0,313.0,761.0,826.0,116.0,76.0,26.0,23.0,474.0,404.0,1347.0,983.0
Fayette,2002,3478.0,14802.0,261.0,40.0,144.0,176.0,45.0,,466.0,132.0,83.0,423.0,703.0,144.0,,39.0,,,458.0,350.0,410.0
Fayette,2007,3778.0,24532.0,132.0,86.0,70.0,52.0,22.0,,170.0,148.0,121.0,495.0,910.0,52.0,3.0,2.0,,206.0,371.0,308.0,1068.0
Floyd,2002,26027.0,39139.0,1671.0,367.0,719.0,6328.0,541.0,,22978.0,743.0,453.0,2507.0,1149.0,162.0,90.0,502.0,5.0,2247.0,1345.0,1062.0,2492.0
Floyd,2007,46439.0,83977.0,304.0,155.0,158.0,192.0,807.0,,535.0,1391.0,755.0,1783.0,1827.0,310.0,120.0,57.0,168.0,2035.0,1264.0,4221.0,2836.0
Forsyth,2002,38595.0,73097.0,417.0,132.0,2352.0,5116.0,354.0,,16535.0,1085.0,990.0,1343.0,1720.0,284.0,,335.0,,1467.0,1497.0,1318.0,1354.0
Forsyth,2007,34776.0,113648.0,319.0,204.0,182.0,216.0,221.0,,469.0,1230.0,814.0,1113.0,2741.0,359.0,85.0,70.0,46.0,518.0,724.0,2304.0,1592.0
Franklin,2002,128115.0,155668.0,777.0,649.0,266.0,59570.0,310.0,,146224.0,3227.0,2907.0,5162.0,959.0,452.0,563.0,977.0,69.0,4748.0,1309.0,2373.0,5047.0
Franklin,2007,259596.0,305048.0,305.0,362.0,176.0,375.0,1067.0,,701.0,4861.0,4845.0,5432.0,3743.0,579.0,221.0,137.0,93.0,5994.0,2068.0,23297.0,8219.0
Fulton,2002,9752.0,29822.0,337.0,55.0,1553.0,123.0,3.0,,697.0,345.0,370.0,1212.0,2729.0,39.0,,49.0,,224.0,1217.0,2158.0,1535.0
Fulton,2007,6761.0,33144.0,140.0,131.0,59.0,49.0,47.0,,240.0,273.0,157.0,507.0,956.0,600.0,4.0,68.0,98.0,447.0,613.0,316.0,1356.0
Georgia,2002,3845512.0,77996.0,353104.0,250881.0,184635.0,871341.0,27615.0,,2121379.0,149582.0,99923.0,276568.0,326621.0,60861.0,44921.0,154249.0,29393.0,193171.0,113694.0,205969.0,277167.0
Georgia,2007,5982253.0,125031.0,27037.0,20872.0,16847.0,12342.0,43265.0,,32119.0,301942.0,129618.0,306086.0,361419.0,64557.0,41766.0,7748.0,20169.0,225086.0,139812.0,456207.0,374338.0
Gilmer,2002,70194.0,231664.0,313.0,310.0,72.0,25361.0,215.0,,92739.0,2316.0,1356.0,1807.0,1214.0,733.0,163.0,426.0,15.0,2198.0,613.0,1529.0,3494.0
Gilmer,2007,146889.0,369997.0,134.0,130.0,66.0,186.0,310.0,,279.0,4179.0,2187.0,2377.0,1919.0,562.0,165.0,16.0,204.0,3480.0,1060.0,11534.0,5137.0
Glascock,2002,2302.0,23729.0,320.0,50.0,49.0,84.0,56.0,,332.0,100.0,44.0,221.0,181.0,,,40.0,,207.0,145.0,211.0,195.0
Glascock,2007,1748.0,18796.0,60.0,43.0,36.0,29.0,62.0,,68.0,177.0,25.0,147.0,60.0,16.0,,16.0,11.0,152.0,231.0,62.0,169.0
Glynn,2002,572.0,9695.0,55.0,,15.0,72.0,4.0,,310.0,57.0,23.0,100.0,,,,,,46.0,132.0,25.0,
Glynn,2007,1228.0,24555.0,34.0,720.0,15.0,13.0,41.0,,55.0,102.0,72.0,168.0,61.0,24.0,1.0,2.0,,167.0,65.0,92.0,291.0
Gordon,2002,74752.0,93207.0,1241.0,978.0,566.0,28651.0,266.0,,84593.0,3088.0,1958.0,3679.0,2614.0,511.0,103.0,551.0,134.0,2865.0,1650.0,2746.0,2864.0
Gordon,2007,152832.0,182160.0,347.0,308.0,207.0,337.0,516.0,,721.0,4431.0,2968.0,4831.0,3073.0,468.0,127.0,93.0,200.0,4427.0,2076.0,13650.0,6992.0
Grady,2002,46221.0,92257.0,7472.0,4046.0,3257.0,3186.0,396.0,,11738.0,1862.0,1058.0,3416.0,11650.0,1364.0,858.0,2058.0,627.0,1402.0,1365.0,4691.0,3928.0
Grady,2007,66144.0,148639.0,327.0,281.0,285.0,63.0,352.0,,218.0,3799.0,1525.0,3548.0,13346.0,1706.0,515.0,84.0,53.0,2169.0,1564.0,6161.0,4122.0
Greene,2002,22922.0,89889.0,1101.0,520.0,,11904.0,206.0,,18328.0,702.0,709.0,1272.0,2807.0,,120.0,318.0,,1103.0,493.0,2317.0,1500.0
Greene,2007,48235.0,195283.0,112.0,66.0,79.0,50.0,107.0,,226.0,1966.0,1330.0,1631.0,4552.0,135.0,48.0,38.0,1.0,805.0,780.0,2595.0,2608.0
Gwinnett,2002,12278.0,39226.0,309.0,,3286.0,442.0,4.0,,1748.0,461.0,333.0,1095.0,4585.0,30.0,,88.0,,248.0,596.0,1336.0,1019.0
Gwinnett,2007,15736.0,86940.0,140.0,72.0,72.0,54.0,102.0,,257.0,1031.0,506.0,870.0,4962.0,124.0,47.0,35.0,274.0,461.0,331.0,1208.0,1606.0
Habersham,2002,78512.0,151862.0,286.0,406.0,94.0,19166.0,143.0,,44028.0,2654.0,2512.0,2834.0,2029.0,276.0,91.0,188.0,353.0,1582.0,932.0,1757.0,1942.0
Habersham,2007,82611.0,222072.0,201.0,183.0,97.0,280.0,252.0,,439.0,2502.0,1873.0,2088.0,1569.0,147.0,64.0,51.0,9.0,1616.0,952.0,7624.0,2206.0
Hall,2002,111404.0,133900.0,788.0,1226.0,145.0,56161.0,398.0,,53286.0,2481.0,5279.0,6389.0,5431.0,1512.0,84.0,395.0,1779.0,2733.0,1244.0,3196.0,5638.0
Hall,2007,148090.0,185344.0,394.0,380.0,219.0,383.0,342.0,,694.0,3887.0,3651.0,5026.0,5509.0,302.0,158.0,95.0,62.0,4355.0,2726.0,10412.0,4829.0
Hancock,2002,2902.0,20151.0,332.0,43.0,109.0,46.0,,,2032.0,133.0,72.0,481.0,318.0,164.0,12.0,34.0,43.0,252.0,311.0,186.0,202.0
Hancock,2007,6277.0,36493.0,85.0,44.0,37.0,23.0,58.0,,92.0,424.0,151.0,650.0,792.0,50.0,20.0,20.0,6.0,466.0,494.0,627.0,736.0
Haralson,2002,13431.0,40091.0,333.0,62.0,40.0,4581.0,84.0,,22045.0,433.0,219.0,528.0,279.0,67.0,78.0,82.0,26.0,658.0,398.0,349.0,528.0
Haralson,2007,34945.0,95218.0,184.0,113.0,60.0,83.0,183.0,,249.0,1611.0,336.0,901.0,358.0,64.0,27.0,31.0,15.0,555.0,716.0,3218.0,1612.0
Harris,2002,5167.0,17224.0,535.0,70.0,164.0,151.0,66.0,,656.0,243.0,112.0,744.0,1078.0,,132.0,,,247.0,593.0,535.0,557.0
