county,year,Total farm production expenditures,Average per farm,Fertilizer lime and soil conditioners purchased,Chemicals purchased,Seeds plants vines and trees purchased,Livestock and poultry purchased or leased,Breeding livestock purchased or leased,Other livestock and poultry purchased or leased,Feed purchased,Gasoline fuels and oils purchased,Utilities,Repairs supplies and maintenance cost,Hired farm labor,Contract labor,Customwork and custom hauling,Cash rent for land buildings and grazing fees,Rent and lease expenses for machinery equipment and farm share of vehicles,Interest expense,Property taxes paid,All other production expenses,Depreciation expenses claimed
Ben Hill,2012,21450.0,102632.0,136.0,83.0,75.0,34.0,65.0,,92.0,1916.0,733.0,1207.0,2010.0,379.0,322.0,52.0,116.0,962.0,957.0,839.0,1924.0
Berrien,2007,43819.0,105083.0,10072.0,9801.0,6515.0,3648.0,542.0,,12537.0,3857.0,888.0,2828.0,2871.0,1141.0,261.0,4724.0,125.0,1999.0,1255.0,2406.0,6808.0
Berrien,2012,81513.0,214509.0,315.0,259.0,197.0,61.0,1633.0,,163.0,6164.0,5174.0,4676.0,5471.0,1616.0,1075.0,108.0,138.0,3512.0,1746.0,4646.0,7313.0
Bibb,2007,6410.0,52117.0,431.0,135.0,105.0,1019.0,5.0,,6219.0,388.0,154.0,437.0,149.0,12.0,,182.0,,80.0,293.0,745.0,426.0
Bibb,2012,10180.0,90087.0,79.0,41.0,23.0,17.0,34.0,,67.0,270.0,242.0,376.0,274.0,10.0,187.0,23.0,17.0,132.0,225.0,354.0,473.0
Bleckley,2007,18058.0,58631.0,4404.0,2935.0,2294.0,186.0,196.0,,623.0,2393.0,688.0,1881.0,615.0,117.0,330.0,1251.0,53.0,1019.0,777.0,1373.0,1402.0
Bleckley,2012,19542.0,89235.0,186.0,139.0,116.0,47.0,133.0,,113.0,1563.0,888.0,1495.0,797.0,68.0,400.0,63.0,143.0,1069.0,642.0,783.0,1885.0
Brantley,2007,7800.0,34665.0,842.0,480.0,267.0,455.0,42.0,,2601.0,581.0,174.0,1009.0,473.0,73.0,83.0,401.0,36.0,288.0,352.0,,560.0
Brantley,2012,9059.0,42135.0,149.0,119.0,62.0,28.0,421.0,,120.0,558.0,304.0,576.0,1093.0,210.0,121.0,38.0,77.0,311.0,500.0,263.0,604.0
Brooks,2007,57975.0,126859.0,11727.0,9967.0,6500.0,1496.0,113.0,,10034.0,3922.0,1248.0,3551.0,5585.0,3473.0,1035.0,3235.0,272.0,3010.0,2030.0,4901.0,6562.0
Brooks,2012,80448.0,221010.0,293.0,243.0,167.0,54.0,905.0,,160.0,5182.0,2343.0,4611.0,8194.0,3760.0,1316.0,108.0,266.0,2318.0,1995.0,7503.0,9649.0
Bryan,2007,1966.0,25535.0,,,,19.0,,,,226.0,61.0,254.0,157.0,,,112.0,,160.0,183.0,89.0,247.0
Bryan,2012,6009.0,100148.0,43.0,23.0,13.0,20.0,3.0,,50.0,243.0,77.0,217.0,353.0,29.0,27.0,6.0,,191.0,131.0,162.0,545.0
Bulloch,2007,64573.0,96521.0,13018.0,9914.0,8642.0,1304.0,149.0,,10388.0,4357.0,942.0,4825.0,4663.0,1272.0,689.0,5871.0,1617.0,4156.0,1315.0,3060.0,6656.0
Bulloch,2012,78145.0,143648.0,421.0,334.0,260.0,86.0,538.0,,227.0,6118.0,1766.0,4840.0,4114.0,535.0,1207.0,158.0,670.0,3677.0,1390.0,4691.0,7223.0
Burke,2007,41596.0,88881.0,11043.0,7400.0,6434.0,1519.0,1220.0,,8686.0,3471.0,1094.0,4059.0,3454.0,496.0,1762.0,3911.0,381.0,3091.0,1492.0,2237.0,4913.0
Burke,2012,73663.0,187439.0,278.0,228.0,214.0,81.0,1335.0,,169.0,5541.0,2572.0,6034.0,5752.0,375.0,2810.0,120.0,979.0,4545.0,1427.0,4633.0,7968.0
Butts,2007,3910.0,26781.0,368.0,76.0,142.0,,,,570.0,229.0,164.0,337.0,258.0,70.0,,40.0,,466.0,336.0,310.0,354.0
Butts,2012,3592.0,25655.0,86.0,53.0,35.0,23.0,,,99.0,271.0,73.0,209.0,544.0,52.0,19.0,14.0,9.0,193.0,320.0,140.0,247.0
Calhoun,2007,50672.0,359378.0,7774.0,6011.0,3906.0,3251.0,77.0,,14736.0,3193.0,1397.0,3312.0,2904.0,,366.0,4930.0,,2059.0,1076.0,2683.0,3095.0
Calhoun,2012,63211.0,418617.0,93.0,83.0,82.0,17.0,136.0,,39.0,3664.0,1623.0,3439.0,3589.0,580.0,2727.0,59.0,70.0,2782.0,798.0,3332.0,4834.0
Camden,2007,831.0,14578.0,52.0,24.0,37.0,,11.0,,218.0,87.0,26.0,148.0,,,3.0,,,67.0,137.0,,132.0
Camden,2012,1109.0,16072.0,33.0,13.0,17.0,7.0,13.0,,27.0,81.0,37.0,164.0,104.0,10.0,29.0,1.0,,58.0,194.0,41.0,130.0
Candler,2007,19178.0,67767.0,2604.0,1692.0,1327.0,872.0,,,5728.0,1686.0,432.0,2438.0,1214.0,598.0,163.0,638.0,48.0,1732.0,889.0,854.0,1356.0
Candler,2012,21618.0,90830.0,172.0,112.0,84.0,39.0,75.0,,92.0,1359.0,766.0,1483.0,1563.0,169.0,199.0,47.0,69.0,929.0,672.0,1550.0,1794.0
Carroll,2007,127690.0,121148.0,2043.0,855.0,383.0,29615.0,875.0,,97206.0,3733.0,2118.0,3748.0,1898.0,275.0,180.0,767.0,20.0,4710.0,1829.0,10270.0,5231.0
Carroll,2012,154312.0,169760.0,573.0,396.0,227.0,305.0,1444.0,,724.0,3950.0,2716.0,3581.0,4866.0,466.0,1475.0,140.0,72.0,2783.0,1707.0,1826.0,5726.0
Catoosa,2007,25117.0,96234.0,291.0,95.0,378.0,5200.0,177.0,,23184.0,827.0,468.0,1014.0,828.0,171.0,52.0,317.0,16.0,1090.0,473.0,1899.0,1233.0
Catoosa,2012,35565.0,132213.0,129.0,92.0,69.0,75.0,984.0,,189.0,915.0,598.0,812.0,1320.0,112.0,260.0,36.0,47.0,792.0,512.0,731.0,1318.0
Charlton,2007,7873.0,69672.0,86.0,17.0,,511.0,,,2128.0,250.0,100.0,548.0,389.0,,,,,275.0,229.0,268.0,562.0
Charlton,2012,4587.0,54607.0,72.0,44.0,34.0,30.0,35.0,,68.0,179.0,107.0,230.0,449.0,,63.0,6.0,,187.0,195.0,164.0,621.0
Chatham Cha,2007,2938.0,89027.0,141.0,52.0,252.0,15.0,,,145.0,154.0,106.0,449.0,1081.0,,,80.0,,129.0,103.0,188.0,619.0
Chatham Cha,2012,1972.0,56338.0,18.0,15.0,7.0,5.0,,,12.0,145.0,198.0,196.0,421.0,52.0,,1.0,22.0,44.0,99.0,144.0,55.0
Chattooga,2007,9415.0,30469.0,744.0,186.0,228.0,3971.0,,,10477.0,676.0,191.0,708.0,153.0,,192.0,227.0,,645.0,465.0,605.0,972.0
Chattooga,2012,20880.0,71507.0,162.0,84.0,70.0,59.0,85.0,,188.0,754.0,279.0,690.0,806.0,217.0,324.0,47.0,8.0,408.0,622.0,940.0,1152.0
Cherokee,2007,38648.0,85505.0,429.0,201.0,670.0,14465.0,290.0,,14584.0,1376.0,1115.0,1715.0,2243.0,355.0,37.0,330.0,55.0,1324.0,1142.0,3069.0,2308.0
Cherokee,2012,42093.0,97891.0,255.0,212.0,121.0,128.0,459.0,,311.0,1057.0,890.0,1793.0,2935.0,958.0,235.0,52.0,51.0,1305.0,836.0,1353.0,1472.0
Clarke,2007,37672.0,324757.0,149.0,96.0,736.0,,26.0,,,824.0,1491.0,1555.0,,74.0,55.0,,,1191.0,1009.0,1818.0,984.0
Clarke,2012,42586.0,473178.0,60.0,54.0,44.0,22.0,64.0,,57.0,420.0,926.0,3195.0,3162.0,20.0,9.0,10.0,,207.0,276.0,643.0,424.0
Clay,2007,11400.0,126672.0,2360.0,3127.0,1850.0,131.0,,,254.0,1252.0,188.0,912.0,733.0,,,1542.0,,866.0,398.0,777.0,655.0
Clay,2012,18863.0,269466.0,46.0,22.0,43.0,9.0,114.0,,35.0,1892.0,465.0,1775.0,1356.0,108.0,480.0,18.0,,824.0,316.0,1417.0,1502.0
Clayton,2007,941.0,19599.0,44.0,6.0,4.0,,,,66.0,116.0,68.0,259.0,,,,,,27.0,102.0,72.0,
Clayton,2012,621.0,26980.0,19.0,14.0,14.0,8.0,,,31.0,33.0,9.0,34.0,8.0,7.0,,7.0,,22.0,34.0,118.0,20.0
Clinch,2007,9276.0,85098.0,768.0,1437.0,786.0,162.0,,,439.0,703.0,243.0,905.0,1593.0,1193.0,19.0,14.0,69.0,363.0,265.0,811.0,1738.0
Clinch,2012,15819.0,197733.0,49.0,61.0,23.0,18.0,,,43.0,912.0,439.0,1577.0,3634.0,1751.0,278.0,11.0,340.0,986.0,348.0,1949.0,2076.0
Cobb,2007,6261.0,48536.0,100.0,29.0,,68.0,,,718.0,424.0,438.0,497.0,1977.0,188.0,,9.0,,255.0,230.0,657.0,377.0
Cobb,2012,6462.0,58748.0,78.0,59.0,39.0,22.0,48.0,,87.0,316.0,328.0,247.0,2641.0,109.0,6.0,6.0,5.0,607.0,208.0,308.0,331.0
Coffee,2007,130383.0,215510.0,16519.0,13409.0,8915.0,27791.0,276.0,,54431.0,9047.0,3009.0,6320.0,6444.0,665.0,768.0,4280.0,413.0,4490.0,2179.0,9181.0,5550.0
Coffee,2012,169685.0,289071.0,369.0,335.0,223.0,141.0,1272.0,,318.0,6800.0,4045.0,7079.0,8525.0,1965.0,2972.0,143.0,2498.0,4131.0,1749.0,4576.0,12127.0
Colquitt,2007,200486.0,311313.0,23071.0,19571.0,14953.0,9983.0,492.0,,53082.0,10829.0,4459.0,10492.0,15744.0,8939.0,1145.0,8402.0,1578.0,6961.0,2544.0,15802.0,13375.0
Colquitt,2012,211974.0,437963.0,403.0,345.0,277.0,133.0,1629.0,,320.0,12448.0,5235.0,12372.0,22295.0,6861.0,2589.0,163.0,2501.0,5944.0,2190.0,10477.0,16359.0
Columbia,2007,4313.0,23187.0,201.0,39.0,79.0,256.0,93.0,,442.0,332.0,108.0,517.0,910.0,17.0,4.0,39.0,4.0,251.0,349.0,434.0,475.0
Columbia,2012,4276.0,29491.0,115.0,71.0,49.0,50.0,38.0,,137.0,393.0,229.0,308.0,1396.0,8.0,8.0,27.0,4.0,364.0,287.0,225.0,233.0
Cook,2007,79923.0,315902.0,7216.0,6123.0,,,169.0,,6994.0,3960.0,1768.0,4485.0,9481.0,1794.0,,,,2443.0,1461.0,3973.0,3505.0
Cook,2012,65516.0,279982.0,181.0,149.0,105.0,49.0,188.0,,112.0,3701.0,1763.0,4306.0,5569.0,1419.0,1741.0,68.0,,3136.0,1052.0,3079.0,4862.0
Coweta,2007,14099.0,31683.0,626.0,332.0,264.0,428.0,101.0,,2582.0,909.0,563.0,1599.0,2388.0,180.0,27.0,162.0,64.0,1279.0,1335.0,1930.0,1897.0
Coweta,2012,14066.0,39401.0,213.0,132.0,98.0,59.0,302.0,,268.0,1054.0,471.0,941.0,3466.0,354.0,91.0,38.0,14.0,1197.0,1134.0,951.0,1066.0
Crawford,2007,26059.0,138609.0,1246.0,1402.0,447.0,3168.0,53.0,,15088.0,1077.0,596.0,1350.0,4817.0,,,1558.0,118.0,864.0,547.0,2043.0,1795.0
Crawford,2012,37524.0,242091.0,98.0,67.0,58.0,36.0,269.0,,102.0,1671.0,843.0,1367.0,5252.0,130.0,38.0,13.0,375.0,865.0,543.0,3167.0,1974.0
Crisp,2007,27572.0,120402.0,8584.0,12612.0,6040.0,734.0,75.0,,3817.0,2158.0,820.0,2044.0,2253.0,578.0,359.0,5944.0,148.0,1406.0,997.0,1887.0,2440.0
Crisp,2012,62617.0,256627.0,124.0,103.0,82.0,20.0,175.0,,72.0,4568.0,2062.0,3386.0,4701.0,1145.0,870.0,52.0,476.0,2228.0,1228.0,4222.0,5689.0
Dade,2007,13038.0,49017.0,168.0,61.0,39.0,3406.0,66.0,,18199.0,476.0,277.0,554.0,307.0,78.0,32.0,25.0,16.0,951.0,608.0,1452.0,1194.0
Dade,2012,26360.0,137294.0,143.0,102.0,57.0,66.0,427.0,,179.0,660.0,471.0,401.0,572.0,65.0,272.0,27.0,326.0,816.0,436.0,443.0,984.0
Dawson,2007,55169.0,265237.0,184.0,99.0,115.0,6427.0,297.0,,31961.0,1959.0,790.0,1174.0,535.0,82.0,,57.0,,881.0,630.0,5451.0,2169.0
Dawson,2012,45441.0,249673.0,86.0,79.0,43.0,76.0,604.0,,140.0,1003.0,724.0,838.0,859.0,290.0,464.0,21.0,4.0,872.0,452.0,1092.0,1085.0
DeKalb,2007,860.0,22620.0,16.0,,29.0,4.0,,,86.0,82.0,90.0,68.0,47.0,,,,70.0,44.0,198.0,28.0,135.0
DeKalb,2012,603.0,24122.0,19.0,15.0,15.0,5.0,12.0,,16.0,46.0,46.0,56.0,163.0,4.0,7.0,5.0,19.0,5.0,53.0,60.0,39.0
Decatur,2007,77037.0,219479.0,19490.0,17378.0,9906.0,3136.0,361.0,,10593.0,5932.0,2078.0,8319.0,8294.0,2054.0,1000.0,9069.0,438.0,2854.0,1453.0,6337.0,6327.0
Decatur,2012,127296.0,355577.0,215.0,170.0,150.0,50.0,283.0,,123.0,8863.0,4559.0,10172.0,10690.0,2916.0,3031.0,94.0,1504.0,4915.0,2164.0,8909.0,12319.0
Dodge,2007,23450.0,54917.0,3896.0,1969.0,1269.0,2163.0,88.0,,9836.0,1994.0,669.0,2098.0,1550.0,,1119.0,1007.0,,1585.0,954.0,1637.0,2163.0
Dodge,2012,31134.0,77640.0,258.0,173.0,142.0,59.0,351.0,,177.0,2155.0,960.0,1711.0,1743.0,777.0,527.0,65.0,37.0,1117.0,757.0,1210.0,2465.0
Dooly,2007,63741.0,193743.0,8109.0,8663.0,6226.0,2363.0,43.0,,5818.0,4723.0,1314.0,3558.0,3374.0,1103.0,1497.0,4520.0,482.0,3077.0,1450.0,4875.0,5860.0
Dooly,2012,59212.0,204179.0,203.0,183.0,149.0,20.0,16.0,,88.0,4687.0,1958.0,4295.0,3767.0,1011.0,1199.0,112.0,599.0,2130.0,1053.0,2813.0,6964.0
Dougherty,2007,22285.0,172754.0,2651.0,3748.0,586.0,305.0,,,1030.0,2128.0,651.0,1279.0,3946.0,319.0,506.0,495.0,257.0,849.0,1017.0,2002.0,3289.0
Dougherty,2012,22982.0,189932.0,83.0,66.0,48.0,12.0,,,45.0,1870.0,997.0,2058.0,4481.0,1183.0,426.0,15.0,14.0,622.0,912.0,1604.0,2231.0
Douglas,2007,4616.0,33938.0,170.0,88.0,241.0,49.0,29.0,,393.0,221.0,179.0,285.0,586.0,69.0,2.0,35.0,8.0,189.0,379.0,540.0,838.0
Douglas,2012,2190.0,18716.0,76.0,51.0,34.0,20.0,15.0,,88.0,132.0,89.0,125.0,261.0,19.0,63.0,11.0,2.0,158.0,279.0,86.0,162.0
Early,2007,54242.0,129766.0,10863.0,10711.0,6430.0,882.0,472.0,,2998.0,5622.0,1192.0,4100.0,3596.0,493.0,509.0,4955.0,623.0,2932.0,1994.0,2423.0,3803.0
Early,2012,63962.0,191502.0,261.0,218.0,212.0,66.0,517.0,,186.0,5881.0,1731.0,4596.0,4467.0,686.0,1198.0,147.0,852.0,2820.0,1604.0,3288.0,5123.0
Echols,2007,14451.0,244935.0,1344.0,765.0,452.0,80.0,,,258.0,732.0,336.0,1260.0,3360.0,,23.0,245.0,,626.0,183.0,2027.0,703.0
Echols,2012,7507.0,187669.0,34.0,27.0,15.0,12.0,53.0,,28.0,681.0,318.0,526.0,1231.0,,84.0,9.0,,728.0,284.0,337.0,579.0
Effingham,2007,7467.0,36781.0,2866.0,1965.0,1344.0,112.0,50.0,,858.0,630.0,131.0,754.0,469.0,110.0,111.0,654.0,109.0,442.0,610.0,495.0,548.0
Effingham,2012,13958.0,75044.0,155.0,104.0,67.0,60.0,67.0,,138.0,1166.0,220.0,1193.0,1030.0,537.0,209.0,47.0,6.0,820.0,513.0,465.0,1008.0
Elbert,2007,44307.0,87391.0,707.0,297.0,359.0,9438.0,165.0,,47243.0,1305.0,806.0,1488.0,733.0,38.0,94.0,1155.0,,1760.0,1138.0,3489.0,2176.0
Elbert,2012,69683.0,169544.0,261.0,171.0,116.0,120.0,2337.0,,316.0,1318.0,1336.0,1279.0,1414.0,87.0,654.0,69.0,15.0,2325.0,945.0,1109.0,3801.0
Emanuel,2007,25135.0,49188.0,7616.0,5645.0,5359.0,755.0,229.0,,2347.0,2196.0,517.0,2267.0,1657.0,405.0,385.0,1803.0,79.0,2065.0,1044.0,1231.0,2126.0
Emanuel,2012,43091.0,98382.0,254.0,189.0,165.0,80.0,219.0,,228.0,3503.0,1153.0,2996.0,2635.0,550.0,819.0,77.0,386.0,2568.0,1646.0,3310.0,3075.0
Evans,2007,25537.0,120456.0,1781.0,1363.0,1146.0,2828.0,98.0,,13877.0,1181.0,467.0,1084.0,1686.0,596.0,83.0,743.0,44.0,773.0,499.0,1541.0,1109.0
Evans,2012,30669.0,151828.0,127.0,98.0,69.0,38.0,267.0,,73.0,1202.0,733.0,1430.0,2647.0,302.0,457.0,45.0,61.0,508.0,618.0,973.0,1547.0
Fannin,2007,15600.0,64198.0,171.0,284.0,79.0,1754.0,85.0,,9476.0,734.0,313.0,761.0,826.0,116.0,76.0,109.0,2.0,474.0,404.0,1347.0,983.0
Fannin,2012,16541.0,83540.0,131.0,78.0,41.0,55.0,528.0,,161.0,523.0,322.0,748.0,1216.0,222.0,91.0,23.0,19.0,305.0,325.0,895.0,434.0
Fayette,2007,3778.0,24532.0,220.0,79.0,391.0,187.0,22.0,,462.0,148.0,121.0,495.0,910.0,52.0,,,,206.0,371.0,308.0,1068.0
Fayette,2012,4447.0,35294.0,106.0,70.0,38.0,25.0,16.0,,104.0,271.0,147.0,332.0,1390.0,89.0,33.0,12.0,,258.0,242.0,320.0,366.0
Floyd,2007,46439.0,83977.0,1482.0,744.0,550.0,8881.0,807.0,,41789.0,1391.0,755.0,1783.0,1827.0,310.0,120.0,420.0,168.0,2035.0,1264.0,4221.0,2836.0
Floyd,2012,65138.0,116526.0,313.0,200.0,157.0,135.0,411.0,,393.0,1784.0,996.0,1235.0,2592.0,215.0,795.0,77.0,17.0,1210.0,1335.0,1093.0,3602.0
Forsyth,2007,34776.0,113648.0,378.0,149.0,465.0,3350.0,221.0,,16069.0,1230.0,814.0,1113.0,2741.0,359.0,,467.0,,518.0,724.0,2304.0,1592.0
Forsyth,2012,28958.0,93113.0,166.0,149.0,59.0,88.0,495.0,,228.0,942.0,800.0,1314.0,1559.0,274.0,202.0,49.0,16.0,891.0,637.0,1445.0,1121.0
Franklin,2007,259596.0,305048.0,1190.0,782.0,548.0,59036.0,1067.0,,206671.0,4861.0,4845.0,5432.0,3743.0,,221.0,1880.0,,5994.0,2068.0,23297.0,8219.0
Franklin,2012,309172.0,398932.0,369.0,369.0,190.0,358.0,6307.0,,626.0,6002.0,6028.0,5940.0,3851.0,579.0,3070.0,104.0,93.0,5527.0,1796.0,5851.0,10936.0
Fulton,2007,6761.0,33144.0,279.0,85.0,1218.0,148.0,47.0,,772.0,273.0,157.0,507.0,956.0,600.0,,52.0,,447.0,613.0,316.0,1356.0
Fulton,2012,7870.0,42086.0,123.0,68.0,70.0,35.0,101.0,,128.0,290.0,230.0,490.0,2189.0,118.0,42.0,17.0,11.0,899.0,458.0,590.0,435.0
Georgia,2007,5982253.0,125031.0,499665.0,398050.0,295102.0,927465.0,43265.0,,2913851.0,301942.0,129618.0,306086.0,361419.0,64557.0,41766.0,220440.0,20169.0,225086.0,139812.0,456207.0,374338.0
Georgia,2012,7488510.0,177213.0,26820.0,20092.0,14517.0,10114.0,99642.0,,26287.0,346738.0,185418.0,340286.0,447136.0,92896.0,109074.0,7715.0,41086.0,228123.0,131712.0,311466.0,475999.0
Gilmer,2007,146889.0,369997.0,226.0,355.0,177.0,24218.0,310.0,,124596.0,4179.0,2187.0,2377.0,1919.0,562.0,165.0,365.0,204.0,3480.0,1060.0,11534.0,5137.0
Gilmer,2012,170895.0,577348.0,172.0,173.0,69.0,183.0,1788.0,,273.0,4078.0,2201.0,2823.0,2407.0,1333.0,1868.0,37.0,51.0,2814.0,956.0,2426.0,4507.0
Glascock,2007,1748.0,18796.0,489.0,220.0,153.0,33.0,,,615.0,177.0,25.0,147.0,60.0,,,566.0,,152.0,231.0,62.0,169.0
Glascock,2012,3483.0,36286.0,64.0,40.0,36.0,19.0,62.0,,45.0,252.0,74.0,212.0,121.0,16.0,,16.0,,228.0,208.0,59.0,218.0
Glynn,2007,1228.0,24555.0,30.0,8.0,23.0,19.0,41.0,,256.0,102.0,72.0,168.0,61.0,,,,,167.0,65.0,92.0,291.0
Glynn,2012,1763.0,33273.0,21.0,17.0,14.0,19.0,7.0,,38.0,344.0,131.0,145.0,537.0,24.0,,1.0,,104.0,89.0,50.0,372.0
Gordon,2007,152832.0,182160.0,3133.0,1330.0,1207.0,39696.0,516.0,,135480.0,4431.0,2968.0,4831.0,3073.0,468.0,127.0,1142.0,200.0,4427.0,2076.0,13650.0,6992.0
Gordon,2012,211294.0,314894.0,374.0,321.0,179.0,293.0,2596.0,,604.0,4636.0,3129.0,3942.0,4416.0,646.0,2191.0,123.0,416.0,2688.0,1754.0,5487.0,7066.0
Grady,2007,66144.0,148639.0,8271.0,4825.0,5289.0,3917.0,352.0,,19242.0,3799.0,1525.0,3548.0,13346.0,1706.0,515.0,3210.0,53.0,2169.0,1564.0,6161.0,4122.0
Grady,2012,79289.0,168342.0,296.0,227.0,189.0,51.0,345.0,,175.0,4499.0,1783.0,4620.0,11133.0,1224.0,1262.0,92.0,191.0,3047.0,1635.0,5142.0,5677.0
Greene,2007,48235.0,195283.0,547.0,85.0,118.0,4596.0,107.0,,25036.0,1966.0,1330.0,1631.0,4552.0,,48.0,166.0,,805.0,780.0,2595.0,2608.0
Greene,2012,37582.0,194726.0,121.0,72.0,53.0,61.0,2142.0,,165.0,751.0,659.0,893.0,2007.0,256.0,306.0,36.0,6.0,755.0,686.0,715.0,2097.0
Gwinnett,2007,15736.0,86940.0,441.0,,2038.0,206.0,102.0,,784.0,1031.0,506.0,870.0,4962.0,124.0,,25.0,,461.0,331.0,1208.0,1606.0
Gwinnett,2012,11049.0,61725.0,104.0,68.0,58.0,39.0,75.0,,112.0,526.0,273.0,656.0,2173.0,203.0,44.0,10.0,,349.0,544.0,2469.0,520.0
Habersham,2007,82611.0,222072.0,586.0,345.0,219.0,22028.0,252.0,,68661.0,2502.0,1873.0,2088.0,1569.0,147.0,64.0,392.0,9.0,1616.0,952.0,7624.0,2206.0
Habersham,2012,109713.0,259984.0,164.0,161.0,89.0,170.0,2449.0,,285.0,2924.0,2552.0,2583.0,3467.0,486.0,851.0,51.0,53.0,1761.0,854.0,1949.0,1966.0
Hall,2007,148090.0,185344.0,884.0,871.0,409.0,56298.0,342.0,,72004.0,3887.0,3651.0,5026.0,5509.0,302.0,158.0,410.0,62.0,4355.0,2726.0,10412.0,4829.0
Hall,2012,159921.0,257109.0,377.0,342.0,136.0,243.0,2969.0,,572.0,3573.0,4282.0,5338.0,6095.0,524.0,852.0,71.0,536.0,2143.0,1968.0,3735.0,4547.0
Hancock,2007,6277.0,36493.0,263.0,80.0,85.0,310.0,,,1441.0,424.0,151.0,650.0,792.0,50.0,20.0,51.0,6.0,466.0,494.0,627.0,736.0
Hancock,2012,4515.0,33949.0,96.0,51.0,39.0,14.0,178.0,,99.0,285.0,118.0,335.0,419.0,188.0,107.0,8.0,18.0,357.0,328.0,133.0,410.0
Haralson,2007,34945.0,95218.0,352.0,104.0,63.0,4938.0,183.0,,24644.0,1611.0,336.0,901.0,358.0,64.0,27.0,166.0,15.0,555.0,716.0,3218.0,1612.0
Haralson,2012,35077.0,117313.0,173.0,83.0,66.0,74.0,189.0,,227.0,847.0,558.0,567.0,518.0,89.0,334.0,28.0,11.0,671.0,591.0,622.0,1444.0
